Commit Message,Category
"Add ip extractor for multiple headers in chain (#924)

* Add ip extractor for multiple headers in chain

- Add IpHeaderChainExtractor to search for ip header
- Add tests

* Fix javadocs on IpHeaderChainExtractor

* Update javadocs on IpHeaderChainExtractor

* Fix findbug error

- getAlternateIpHeaders() may expose internal representation by returning IpHeaderChainExtractor.alternateIpHeaders

* Update docs, fix typo in IpHeaderChainExtractor

- update docs about ip extrator to have an example about IpHeaderChainExtractor
- fix typo in IpHeaderChainExtractor.setAlternateIpHeaders

* Merge IpHeaderChainExtractor into IpExtractor and add proxyIp

- Add all functionalities from IpHeaderChainExtractor to IpExtractor
- Deprecate get/set alternateAlternateIpHeader in favor of get/set AlternateIpHeaders
- Update get/set alternateAlternateIpHeader to work with the new internal implementation for backward compatibility
- Add proxyIp:
    + verified if the remotehost if proxyIp in case of header search
    + defaults to """"
    + this can checks if the request originated from the right proxy server

* Fix proxyIp check and PMD warning

* Use CommonHelper.assertNotNull for consistency with other checks

* Update docs and javadocs for IpExtractor

* Fix IpExtractor test (expected exception)
",bugfix
"Add navigation links for ""nextPage"" and ""showAllHits"" to channel.  Add
all Nutch document fields to item.  Fix moreFromSite link.


git-svn-id: https://svn.apache.org/repos/asf/incubator/nutch/trunk@161804 13f79535-47bb-0310-9956-ffa450edef68
",functional
"Add new Api calls for ProcessYearCtrl

New api calls have been added for the ProcessYearCtrl giving it all of
the intended functionality it was supposed to have. Some testing is now
required on all of the methods calls. Additionally, a typo was fixed in
a variable name
",bugfix
"Add new Google Calendar functionality
Implemented package org.springframework.social.google.api.calendar.impl and org.springframework.social.google.api.calendar.impl, and autotests.
Also see spring-social-google-example updates.

Moved encode() up a level to QueryBuilderImpl so its available to all builders.
Fix for issue #62 - wrong time format in QueryBuilderImpl.
",bugfix
Add new UnsignedLong methods that we will shortly migrate to. ------------- Created by MOE: http://code.google.com/p/moe-java MOE_MIGRATED_REVID=38454126,code smell
"Add new functionality to the turn heading adjustment code.

It used to do one adjustment, which was to ensure that the side road
heading change relative to the heading of the outgoing main road segment
was greater than some minimum amount.

It now also ensures that the side road heading change relative to the
incoming main road segment is also greater than some minimum amount.

Furthermore, an optional bit mask can be provided to choose which of these
adjustments are enabled:

--adjust-turn-headings[=BITMASK]

	Optional BITMASK (default value 3) allows you to specify which
	adjustments are to be made (where necessary):

	1 = increase angle between side road and outgoing main road
	2 = increase angle between side road and incoming main road

git-svn-id: http://svn.mkgmap.org.uk/mkgmap/trunk@1521 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",functional
"Add okhttp and change HttpConnectionHandler to use it

This becomes a lot simpler than the old version.  We don't have to make special cases for zipped data; the library handles that automatically.  We also no longer specify a charset.

Don't bother much trying to look at the ""diff"" of HttpConnectionHandler.java.  The functionality is rewritten from scratch.
",functional
"Add output value prefix to simplify fixing output mapping conflicts.

Consider the case where there are 2 CreateMapProcessors in a configuration.  CreateMapProcessors have 2 (at the moment) output values.  2 processors are not permitted to have output values with the same name.  So before this process each of the output values would have to have a mapping in the outputMapper.  This is fragile, because if a new output value is added in the future to CreateMapProcessor, then it will break the configuration because there will be 2 output values with the same name.

This PR adds an option to set a prefix for all output values with a given name.  This prefix will be applied to all output value names making them unique for the two maps.  Additionally it will be resistant to future API changes of CreateMapProcessors.
",bugfix
Add polymorphism with discriminator test,internal
"Add quick issue addition feature - resolves issue:76.
Inserts a row in every issue list table when add button pressed.
Added IssueTypeDropDownChoice to render IssueTypeSelection.
",functional
"Add save() method that takes an explicit AccessControlContext.

In the recent update to allow Read and ReadWrite control, it is possible that the
AccessControlContext available from the AccessControlContextProvider is not appropriate to
update an existing object, and the developer would like to override it with a special value
(e.g. an ""Application"" context that only privileged methods can use).  In this case, we need the
equivalent of the findBy that accepts an explicit AccessControlContext, but for the save() method.
This is now available in the AccessControllable interface.

Removed 'invokeWithRole' option in DataAccessMethod since it is confusing to have two different
ways to override the AccessControlContext used during query for objects.

Implemented the above changes for both the Hibernate and MongoDB modules.  Added new tests
to validate the functionality works as expected.
",functional
"Add support for ""source"" command rather than parsing .vimrc by default
(#165).  It's possible sourcing .vimrc could break Vrapper features so I
don't want to parse that file without the user knowing.",functional
"Add support for a range of days.

This is an implementation for feature request #11. It introduces the new
parameter ""includeCommitsDuringTheLastDays"" to specify number of days of
log to retrieve.
",functional
"Add support for handling additional Exceptions with PendingFeature ...

Add support for handling additional Exception types with the
PendingFeature annotation to allow features that are failing with
exceptions instead of AssertionErrors.
",functional
"Add test helper function for looking up an episode from the provider

We had two test methods which called the provider to look up information about the episode.  But the functionality was copy-and-pasted, and the individual pieces of data were just defined as individual local variables.

Add a new helper method, which takes an instance of EpisodeTestData.  Then the two test methods just call the helper method.
",functional
"Add the 'continue' attribute to the type.

If the type has the continue attribute then searching is continued for further matches.
As a result the one feature in OSM can result in more than one element in the map.
These elements will be on top of each other (in the order found) and so can be used
for stylistic effect along with a suitable type file.

Also useful for ways that are tagged as two different kinds of things although this is
not the perfect solution to that problem.

git-svn-id: http://svn.mkgmap.org.uk/mkgmap/branches/style@1234 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",functional
